"Accepted Symbol","Synonym Symbol","Scientific Name","Family","Duration","Growth Habit","Native Status"
"SCUTE","","Scutellaria","Lamiaceae","","","L48(I,N)CAN(N)SPM(N)"
"SCBR3","","Scutellaria brittonii","Lamiaceae","Perennial","Forb/herb","L48(N)"
"SCGA","","Scutellaria galericulata","Lamiaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)"
"SCLA2","","Scutellaria lateriflora","Lamiaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SCLAL2","","Scutellaria lateriflora var. lateriflora","Lamiaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SCRE3","","Scutellaria resinosa","Lamiaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SECAL","","Secale","Poaceae","","","L48(I)CAN(W)GL(W)"
"SECE","","Secale cereale","Poaceae","Annual","Graminoid","L48(I)AK(I)CAN(W)GL(W)"
"SECUR3","","Securigera","Fabaceae","","","L48(I)CAN(I)"
"SEVA4","","Securigera varia","Fabaceae","Perennial","Forb/herb, Vine","L48(I)HI(I)CAN(I)"
"SEDUM","","Sedum","Crassulaceae","","","CAN(I,N)GL(I,N)SPM(W)NA(I,N)"
"SEAC","","Sedum acre","Crassulaceae","Perennial","Forb/herb","L48(I)CAN(I)GL(I)SPM(W)"
"SELA","","Sedum lanceolatum","Crassulaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SELAL","","Sedum lanceolatum ssp. lanceolatum","Crassulaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SELAS","","Sedum lanceolatum ssp. subalpinum","Crassulaceae","Perennial","Forb/herb","L48(N)AK(N)"
"SELAG","","Selaginella","Selaginellaceae","","","L48(I,N)CAN(N)GL(N)SPM(N)"
"SEDE2","","Selaginella densa","Selaginellaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SEDED","","Selaginella densa var. densa","Selaginellaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SEDES","","Selaginella densa var. scopulorum","Selaginellaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SEDES2","","Selaginella densa var. standleyi","Selaginellaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SEMU","","Selaginella mutica","Selaginellaceae","Perennial","Forb/herb","L48(N)"
"SEMUM","","Selaginella mutica var. mutica","Selaginellaceae","Perennial","Forb/herb","L48(N)"
"SESE","","Selaginella selaginoides","Selaginellaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"SEUN","","Selaginella underwoodii","Selaginellaceae","Perennial","Forb/herb","L48(N)"
"SEWE3","","Selaginella weatherbiana","Selaginellaceae","Perennial","Forb/herb","L48(N)"
"SENEC","","Senecio","Asteraceae","","","L48(I,N)CAN(I,N)GL(I)SPM(I,N)"
"SEAM","","Senecio amplectens","Asteraceae","Perennial","Forb/herb","L48(N)"
"SEAMA","","Senecio amplectens var. amplectens","Asteraceae","Perennial","Forb/herb","L48(N)"
"SEAMH","","Senecio amplectens var. holmii","Asteraceae","Perennial","Forb/herb","L48(N)"
"SEAT","","Senecio atratus","Asteraceae","Perennial","Forb/herb","L48(N)"
"SEBI2","","Senecio bigelovii","Asteraceae","Perennial","Forb/herb","L48(N)"
"SEBIH","","Senecio bigelovii var. hallii","Asteraceae","Perennial","Forb/herb","L48(N)"
"SECR","","Senecio crassulus","Asteraceae","Perennial","Forb/herb","L48(N)"
"SEER2","","Senecio eremophilus","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)AK(I)CAN(N)"
"SEERK","","Senecio eremophilus var. kingii","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"SEFL3","","Senecio flaccidus","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SEFLD","","Senecio flaccidus var. douglasii","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SEFLF","","Senecio flaccidus var. flaccidus","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"SEFR3","","Senecio fremontii","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SEFRB","","Senecio fremontii var. blitoides","Asteraceae","Perennial","Forb/herb","L48(N)"
"SEFRI","","Senecio fremontii var. inexpectatus","Asteraceae","Perennial","Forb/herb","L48(N)"
"SEHY2","","Senecio hydrophilus","Asteraceae","Perennial, Biennial","Subshrub, Forb/herb","L48(N)HI(I?)CAN(N)"
"SEIN2","","Senecio integerrimus","Asteraceae","Biennial, Perennial","Forb/herb","L48(N)CAN(N)"
"SEINE","","Senecio integerrimus var. exaltatus","Asteraceae","Biennial, Perennial","Forb/herb","L48(N)CAN(N)"
"SEINI","","Senecio integerrimus var. integerrimus","Asteraceae","Perennial, Biennial","Forb/herb","L48(N)CAN(N)"
"SEPU3","","Senecio pudicus","Asteraceae","Annual, Perennial","Forb/herb","L48(N)"
"SERA","","Senecio rapifolius","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SERI2","","Senecio riddellii","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SESE2","","Senecio serra","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"SESEA","","Senecio serra var. admirabilis","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SESES","","Senecio serra var. serra","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SESO","","Senecio soldanella","Asteraceae","Perennial","Forb/herb","L48(N)"
"SESP3","","Senecio spartioides","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SESPM","","Senecio spartioides var. multicapitatus","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"SESPS2","","Senecio spartioides var. spartioides","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"SESP4","","Senecio sphaerocephalus","Asteraceae","Perennial","Forb/herb","L48(N)"
"SETA","","Senecio taraxacoides","Asteraceae","Perennial","Forb/herb","L48(N)"
"SETR","","Senecio triangularis","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)"
"SEVU","","Senecio vulgaris","Asteraceae","Annual, Biennial","Forb/herb","L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I)"
"SEWO","","Senecio wootonii","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SESUV","","Sesuvium","Aizoaceae","","","L48(I,N)"
"SEVE2","","Sesuvium verrucosum","Aizoaceae","Annual, Perennial","Forb/herb","L48(N)"
"SETAR","","Setaria","Poaceae","","","L48(I,N)CAN(I,W)SPM(W)"
"SEIT","","Setaria italica","Poaceae","Annual","Graminoid","L48(I)VI(I)CAN(W)"
"SELE6","","Setaria leucopila","Poaceae","Perennial","Graminoid","L48(N)"
"SEPU8","","Setaria pumila","Poaceae","Annual","Graminoid","L48(I)HI(I)CAN(I)SPM(W)"
"SEPUP2","","Setaria pumila ssp. pumila","Poaceae","Annual","Graminoid","L48(I)HI(I)CAN(I)SPM(W)"
"SEVE3","","Setaria verticillata","Poaceae","Annual","Graminoid","L48(I)HI(I)CAN(I)"
"SEVI4","","Setaria viridis","Poaceae","Annual","Graminoid","L48(I)AK(I)CAN(I)"
"SEVIV","","Setaria viridis var. viridis","Poaceae","Annual","Graminoid","L48(I)CAN(I)"
"SEVU2","","Setaria vulpiseta","Poaceae","Perennial","Graminoid","L48(N)PR(I)"
"SHEPH","","Shepherdia","Elaeagnaceae","","","L48(N)CAN(N)"
"SHAR","","Shepherdia argentea","Elaeagnaceae","Perennial","Tree, Shrub","L48(N)CAN(N)"
"SHCA","","Shepherdia canadensis","Elaeagnaceae","Perennial","Shrub","L48(N)AK(N)CAN(N)"
"SHINN2","","Shinnersoseris","Asteraceae","","","L48(N)CAN(N)"
"SHRO2","","Shinnersoseris rostrata","Asteraceae","Annual","Forb/herb","L48(N)CAN(N)"
"SIBBA","","Sibbaldia","Rosaceae","","","L48(N)CAN(N)GL(N)"
"SIPR","","Sibbaldia procumbens","Rosaceae","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"SIDAL","","Sidalcea","Malvaceae","","","L48(N)CAN(N)"
"SICA3","","Sidalcea candida","Malvaceae","Perennial","Forb/herb","L48(N)"
"SICAC4","","Sidalcea candida var. candida","Malvaceae","Perennial","Forb/herb","L48(N)"
"SICAG3","","Sidalcea candida var. glabrata","Malvaceae","Perennial","Forb/herb","L48(N)"
"SINE3","","Sidalcea neomexicana","Malvaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SINEN","","Sidalcea neomexicana ssp. neomexicana","Malvaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"SILEN","","Silene","Caryophyllaceae","","","L48(I,N)GL(I,N)SPM(I,N)"
"SIAC","","Silene acaulis","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"SIACS2","","Silene acaulis var. subacaulescens","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SIAN2","","Silene antirrhina","Caryophyllaceae","Annual","Forb/herb","L48(N)CAN(N)"
"SICO3","","Silene conica","Caryophyllaceae","Annual","Forb/herb","L48(I)"
"SICO4","","Silene conoidea","Caryophyllaceae","Annual","Forb/herb","L48(I)CAN(W)"
"SICS","","Silene csereii","Caryophyllaceae","Biennial, Perennial","Forb/herb","L48(I)CAN(I)"
"SIDI2","","Silene dichotoma","Caryophyllaceae","Annual","Forb/herb","L48(I)CAN(I)"
"SIDI4","","Silene dioica","Caryophyllaceae","Perennial","Forb/herb","L48(I)CAN(I)"
"SIDR","","Silene drummondii","Caryophyllaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SIDRD","","Silene drummondii var. drummondii","Caryophyllaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SIDRK","","Silene drummondii var. kruckebergii","Caryophyllaceae","Perennial","Forb/herb","L48(N)"
"SIDRS","","Silene drummondii var. striata","Caryophyllaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SIGA","","Silene gallica","Caryophyllaceae","Annual, Biennial","Forb/herb","L48(I)HI(I)CAN(I)"
"SIKI","","Silene kingii","Caryophyllaceae","Perennial","Forb/herb","L48(N)"
"SILA21","","Silene latifolia","Caryophyllaceae","Biennial, Perennial","Forb/herb","L48(I)AK(I)CAN(I)GL(I)SPM(I)"
"SILAA3","","Silene latifolia ssp. alba","Caryophyllaceae","Biennial, Perennial","Forb/herb","L48(I)AK(I)"
"SIME","","Silene menziesii","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SIMEM","","Silene menziesii ssp. menziesii","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SIMEM2","","Silene menziesii ssp. menziesii var. menziesii","Caryophyllaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SIMEV2","","Silene menziesii ssp. menziesii var. viscosa","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SINO","","Silene noctiflora","Caryophyllaceae","Annual","Forb/herb","L48(I)AK(I)CAN(I)"
"SISC7","","Silene scouleri","Caryophyllaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SISCH","","Silene scouleri ssp. hallii","Caryophyllaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SIUR","","Silene uralensis","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"SIURM","","Silene uralensis ssp. montana","Caryophyllaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SIVU","","Silene vulgaris","Caryophyllaceae","Perennial","Forb/herb","L48(I)AK(I)CAN(I)GL(I)"
"SILPH","","Silphium","Asteraceae","","","L48(N)CAN(I,N)"
"SIIN2","","Silphium integrifolium","Asteraceae","Perennial","Forb/herb","L48(N)CAN(I)"
"SIINL","","Silphium integrifolium var. laeve","Asteraceae","Perennial","Forb/herb","L48(N)CAN(I)"
"SILA3","","Silphium laciniatum","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SILAL2","","Silphium laciniatum var. laciniatum","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SILYB","","Silybum","Asteraceae","","","L48(I)CAN(I)"
"SIMA3","","Silybum marianum","Asteraceae","Annual, Biennial","Forb/herb","L48(I)CAN(I)"
"SINAP","","Sinapis","Brassicaceae","","","L48(I)CAN(I)GL(I)SPM(I)"
"SIAL5","","Sinapis alba","Brassicaceae","Annual","Forb/herb","L48(I)PR(I)VI(I)CAN(I)GL(I)"
"SIAR4","","Sinapis arvensis","Brassicaceae","Annual","Forb/herb","L48(I)AK(I)HI(I)VI(I)CAN(I)GL(I)SPM(I)"
"SIARA","","Sinapis arvensis ssp. arvensis","Brassicaceae","Annual","Forb/herb","L48(I)AK(I)HI(I)VI(I)CAN(I)GL(I)SPM(I)"
"SISYM","","Sisymbrium","Brassicaceae","","","L48(I,N)CAN(I)SPM(W)"
"SIAL2","","Sisymbrium altissimum","Brassicaceae","Annual, Biennial","Forb/herb","L48(I)AK(I)HI(I)CAN(I)"
"SIAU6","","Sisymbrium austriacum","Brassicaceae","Biennial, AN","Forb/herb","L48(I)"
"SIIR","","Sisymbrium irio","Brassicaceae","Annual","Forb/herb","L48(I)HI(I)"
"SILO3","","Sisymbrium loeselii","Brassicaceae","Annual, Biennial","Forb/herb","L48(I)CAN(I)"
"SIOF","","Sisymbrium officinale","Brassicaceae","Annual","Forb/herb","L48(I)AK(I)HI(I)CAN(I)SPM(W)"
"SISYR","","Sisyrinchium","Iridaceae","","","L48(I,N)CAN(N)GL(N)SPM(N)"
"SIDE4","","Sisyrinchium demissum","Iridaceae","Perennial","Forb/herb","L48(N)"
"SIID","","Sisyrinchium idahoense","Iridaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SIIDO","","Sisyrinchium idahoense var. occidentale","Iridaceae","Perennial","Forb/herb","L48(N)"
"SIMO2","","Sisyrinchium montanum","Iridaceae","Perennial","Forb/herb","L48(N)CAN(N)SPM(N)"
"SIMOM","","Sisyrinchium montanum var. montanum","Iridaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SIPA11","","Sisyrinchium pallidum","Iridaceae","Perennial","Forb/herb","L48(N)"
"SIUM","","Sium","Apiaceae","","","L48(N)CAN(N)"
"SISU2","","Sium suave","Apiaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SMELO","","Smelowskia","Brassicaceae","","","L48(N)CAN(N)"
"SMCA","","Smelowskia calycina","Brassicaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SMCAA","","Smelowskia calycina var. americana","Brassicaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SMILA2","","Smilax","Smilacaceae","","","L48(N)CAN(N)"
"SMLA3","","Smilax lasioneura","Smilacaceae","Perennial","Forb/herb, Vine","L48(N)CAN(N)"
"SOLAN","","Solanum","Solanaceae","","","L48(I,N)"
"SOAM","","Solanum americanum","Solanaceae","Annual, Perennial","Subshrub, Forb/herb","L48(N)HI(N?)PR(N)VI(N)CAN(I)"
"SOCA3","","Solanum carolinense","Solanaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(I)"
"SOCAC4","","Solanum carolinense var. carolinense","Solanaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(I)"
"SODU","","Solanum dulcamara","Solanaceae","Perennial","Subshrub, Vine, Forb/herb","L48(I)CAN(I)"
"SODUD","","Solanum dulcamara var. dulcamara","Solanaceae","Perennial","Subshrub, Forb/herb, Vine","L48(I)CAN(I)"
"SOEL","","Solanum elaeagnifolium","Solanaceae","Perennial","Subshrub, Forb/herb","L48(N)HI(I)PR(N)"
"SOHE","","Solanum heterodoxum","Solanaceae","Annual","Forb/herb","L48(N)"
"SOHES","","Solanum heterodoxum var. setigeroides","Solanaceae","Annual","Forb/herb","L48(N)"
"SOIN2","","Solanum interius","Solanaceae","Annual","Forb/herb","L48(N)CAN(I)"
"SOJA","","Solanum jamesii","Solanaceae","Perennial","Forb/herb","L48(N)"
"SOPH","","Solanum physalifolium","Solanaceae","Annual","Forb/herb","L48(I)AK(I)CAN(I)"
"SOPT7","","Solanum ptycanthum","Solanaceae","Annual","Forb/herb","L48(N)AK(I)HI(I)VI(I)CAN(N)"
"SORO","","Solanum rostratum","Solanaceae","Annual","Forb/herb","L48(N)CAN(W)"
"SOTR","","Solanum triflorum","Solanaceae","Annual","Forb/herb","L48(N)CAN(I)"
"SOLID","","Solidago","Asteraceae","","","L48(N)CAN(N)SPM(N)"
"SOAL6","","Solidago altissima","Asteraceae","Perennial","Forb/herb","L48(N)HI(I)CAN(N)"
"SOCA6","","Solidago canadensis","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SOCAG","","Solidago canadensis var. gilvocanescens","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SOCAS","","Solidago canadensis var. salebrosa","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SOGI","","Solidago gigantea","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SOMI2","","Solidago missouriensis","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SOMIM","","Solidago missouriensis var. missouriensis","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SOMIT2","","Solidago missouriensis var. tenuissima","Asteraceae","Perennial","Forb/herb","L48(N)"
"SOMO","","Solidago mollis","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SOMOM","","Solidago mollis var. mollis","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SOMU","","Solidago multiradiata","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)"
"SOMUS","","Solidago multiradiata var. scopulorum","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)AK(N)CAN(N)"
"SONA","","Solidago nana","Asteraceae","Perennial","Forb/herb","L48(N)"
"SONE","","Solidago nemoralis","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SONEL","","Solidago nemoralis var. longipetiolata","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SOPE","","Solidago petiolaris","Asteraceae","Perennial","Forb/herb","L48(N)"
"SOPEA","","Solidago petiolaris var. angusta","Asteraceae","Perennial","Forb/herb","L48(N)"
"SOSI3","","Solidago simplex","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)"
"SOSIS","","Solidago simplex ssp. simplex","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)AK(N)CAN(N)"
"SOSIS3","","Solidago simplex ssp. simplex var. simplex","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)AK(N)CAN(N)"
"SOSP2","","Solidago speciosa","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SOSPP","","Solidago speciosa var. pallida","Asteraceae","Perennial","Forb/herb","L48(N)"
"SOVE6","","Solidago velutina","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"SOWR","","Solidago wrightii","Asteraceae","Perennial","Forb/herb","L48(N)"
"SOWRA","","Solidago wrightii var. adenophora","Asteraceae","Perennial","Forb/herb","L48(N)"
"SONCH","","Sonchus","Asteraceae","","","L48(I)GL(I)SPM(I)"
"SOAR2","","Sonchus arvensis","Asteraceae","Perennial","Forb/herb","L48(I)AK(I)CAN(I)SPM(I)"
"SOARA2","","Sonchus arvensis ssp. arvensis","Asteraceae","Perennial","Forb/herb","L48(I)CAN(I)SPM(I)"
"SOARU","","Sonchus arvensis ssp. uliginosus","Asteraceae","Perennial","Forb/herb","L48(I)AK(I)CAN(I)"
"SOAS","","Sonchus asper","Asteraceae","Annual","Forb/herb","L48(I)AK(I)HI(I)PR(I)CAN(I)SPM(I)"
"SOOL","","Sonchus oleraceus","Asteraceae","Annual","Forb/herb","L48(I)AK(I)HI(I)PR(I)VI(I)CAN(I)GL(I)SPM(I)"
"SOPHO","","Sophora","Fabaceae","","","L48(N)"
"SONU","","Sophora nuttalliana","Fabaceae","Perennial","Forb/herb","L48(N)"
"SORBU","","Sorbus","Rosaceae","","","L48(I,N)CAN(I,N)GL(N)SPM(I,N)"
"SOAU","","Sorbus aucuparia","Rosaceae","Perennial","Tree, Shrub","L48(I)AK(I)CAN(I)SPM(I)"
"SOSC2","","Sorbus scopulina","Rosaceae","Perennial","Tree, Shrub","L48(N)AK(N)CAN(N)"
"SOSCS","","Sorbus scopulina var. scopulina","Rosaceae","Perennial","Shrub, Tree","L48(N)AK(N)CAN(N)"
"SORGH","","Sorghastrum","Poaceae","","","L48(N)CAN(N)"
"SONU2","","Sorghastrum nutans","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"SORGH2","","Sorghum","Poaceae","","","L48(I)CAN(I,W)"
"SOBI2","","Sorghum bicolor","Poaceae","Annual","Graminoid","L48(I)HI(I)PR(I)VI(I)CAN(I)"
"SOBIB","","Sorghum bicolor ssp. bicolor","Poaceae","Annual","Graminoid","L48(I)HI(I)PR(I)VI(I)CAN(W)"
"SOHA","","Sorghum halepense","Poaceae","Perennial","Graminoid","L48(I)HI(I)PR(I)CAN(I)"
"SPARG","","Sparganium","Sparganiaceae","","","L48(I,N)CAN(N)GL(N)SPM(N)"
"SPAN2","","Sparganium angustifolium","Sparganiaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"SPEM2","","Sparganium emersum","Sparganiaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)"
"SPEU","","Sparganium eurycarpum","Sparganiaceae","Perennial","Forb/herb","L48(N)CAN(N)SPM(N)"
"SPNA","","Sparganium natans","Sparganiaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)"
"SPART","","Spartina","Poaceae","","","L48(I,N)CAN(I,N)SPM(N)"
"SPGR","","Spartina gracilis","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"SPPE","","Spartina pectinata","Poaceae","Perennial","Graminoid","L48(N)CAN(N)SPM(N)"
"SPERG","","Spergula","Caryophyllaceae","","","L48(I)CAN(I)GL(I)SPM(I)"
"SPAR","","Spergula arvensis","Caryophyllaceae","Annual","Forb/herb","L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I)"
"SPERG2","","Spergularia","Caryophyllaceae","","","L48(I,N)CAN(I,N)GL(N)SPM(I,N)"
"SPMA10","","Spergularia maritima","Caryophyllaceae","Annual, Perennial","Forb/herb","L48(I)CAN(I)"
"SPRU","","Spergularia rubra","Caryophyllaceae","Annual, Perennial","Forb/herb","L48(I)AK(I)CAN(I)SPM(I)"
"SPSA5","","Spergularia salina","Caryophyllaceae","Annual, Biennial, Perennial","Forb/herb","L48(N)CAN(N)"
"SPHAE","","Sphaeralcea","Malvaceae","","","L48(I,N)CAN(N)"
"SPAN3","","Sphaeralcea angustifolia","Malvaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SPCO","","Sphaeralcea coccinea","Malvaceae","Biennial, Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"SPCOC","","Sphaeralcea coccinea ssp. coccinea","Malvaceae","Biennial, Perennial","Forb/herb, Subshrub","L48(N)CAN(N)"
"SPCOE","","Sphaeralcea coccinea ssp. elata","Malvaceae","Biennial, Perennial","Subshrub, Forb/herb","L48(N)"
"SPFE","","Sphaeralcea fendleri","Malvaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SPFEF","","Sphaeralcea fendleri ssp. fendleri","Malvaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"SPLE","","Sphaeralcea leptophylla","Malvaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SPMU2","","Sphaeralcea munroana","Malvaceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"SPMUM","","Sphaeralcea munroana ssp. munroana","Malvaceae","Perennial","Forb/herb, Subshrub","L48(N)CAN(N)"
"SPPA2","","Sphaeralcea parvifolia","Malvaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SPHAE3","","Sphaeromeria","Asteraceae","","","L48(N)"
"SPAR2","","Sphaeromeria argentea","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"SPCA8","","Sphaeromeria capitata","Asteraceae","Perennial","Forb/herb","L48(N)"
"SPHAE2","","Sphaerophysa","Fabaceae","","","L48(I)CAN(I)"
"SPSA3","","Sphaerophysa salsula","Fabaceae","Perennial","Subshrub, Forb/herb","L48(I)CAN(I)"
"SPHAG2","","Sphagnum","Sphagnaceae","","","NA(N)"
"SPHEN","","Sphenopholis","Poaceae","","","L48(N)CAN(N)"
"SPIN3","","Sphenopholis intermedia","Poaceae","Perennial","Graminoid","L48(N)AK(N?)CAN(N)"
"SPOB","","Sphenopholis obtusata","Poaceae","Annual, Perennial","Graminoid","L48(N)HI(I)CAN(N)"
"SPIRA","","Spiraea","Rosaceae","","","L48(I,N)CAN(I,N)SPM(N)"
"SPDO","","Spiraea douglasii","Rosaceae","Perennial","Shrub","L48(N)AK(N)CAN(N)"
"SPDOM","","Spiraea douglasii var. menziesii","Rosaceae","Perennial","Shrub","L48(N)AK(N)CAN(N)"
"SPTR2","","Spiraea trilobata","Rosaceae","Perennial","Shrub","L48(I)"
"SPIRA2","","Spiranthes","Orchidaceae","","","L48(N)CAN(N)SPM(N)"
"SPDI6","","Spiranthes diluvialis","Orchidaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SPRO","","Spiranthes romanzoffiana","Orchidaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)"
"SPIRO","","Spirodela","Lemnaceae","","","L48(N)CAN(N)"
"SPPO","","Spirodela polyrrhiza","Lemnaceae","Perennial","Forb/herb","L48(N)HI(N)PR(N)VI(N)CAN(N)"
"SPORO","","Sporobolus","Poaceae","","","L48(I,N)CAN(I,N)"
"SPAI","","Sporobolus airoides","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"SPCO16","","Sporobolus compositus","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"SPCOC2","","Sporobolus compositus var. compositus","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"SPCO4","","Sporobolus contractus","Poaceae","Perennial","Graminoid","L48(N)"
"SPCR","","Sporobolus cryptandrus","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"SPFL2","","Sporobolus flexuosus","Poaceae","Perennial","Graminoid","L48(N)"
"SPGI","","Sporobolus giganteus","Poaceae","Perennial","Graminoid","L48(N)"
"SPHE","","Sporobolus heterolepis","Poaceae","Perennial","Graminoid","L48(N)CAN(N)"
"SPNE","","Sporobolus nealleyi","Poaceae","Perennial","Graminoid","L48(N)"
"SPNE2","","Sporobolus neglectus","Poaceae","Annual","Graminoid","L48(N)CAN(N)"
"SPPY2","","Sporobolus pyramidatus","Poaceae","Annual, Perennial","Graminoid","L48(N)HI(I)PR(N)VI(N)"
"SPTE5","","Sporobolus texanus","Poaceae","Perennial","Graminoid","L48(N)"
"STACH","","Stachys","Lamiaceae","","","L48(I,N)"
"STPI6","","Stachys pilosa","Lamiaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"STPIP5","","Stachys pilosa var. pilosa","Lamiaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"STANL","","Stanleya","Brassicaceae","","","L48(N)"
"STAL2","","Stanleya albescens","Brassicaceae","Biennial, Perennial","Forb/herb","L48(N)"
"STPI","","Stanleya pinnata","Brassicaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"STPIB","","Stanleya pinnata var. bipinnata","Brassicaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"STPII","","Stanleya pinnata var. integrifolia","Brassicaceae","Perennial","Forb/herb, Subshrub","L48(N)"
