"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","Family"
"TAOFC","TALA","TALA","Taraxacum lacerum","",""
"TAOFC","TALA4","TALA4","Taraxacum lapponicum","",""
"TAOFC","TALA6","TALA6","Taraxacum laurentianum","",""
"TAOFC","TALA7","TALA7","Taraxacum latispinulosum","",""
"TAOFC","TALO2","TALO2","Taraxacum longii","",""
"TAOFC","TAMA5","TAMA5","Taraxacum malteanum","",""
"TAOFC","TAMA6","TAMA6","Taraxacum maurolepium","",""
"TAOFC","TAMI4","TAMI4","Taraxacum mitratum","",""
"TAOFC","TAMU2","TAMU2","Taraxacum multesimum","",""
"TAOFC","TANA","TANA","Taraxacum naevosum","",""
"TAOFC","TAOV","TAOV","Taraxacum ovinum","",""
"TAOFC","TAPA7","TAPA7","Taraxacum paucisquamosum","",""
"TAOFC","TAPE3","TAPE3","Taraxacum pellianum","",""
"TAOFC","TAPS","TAPS","Taraxacum pseudonorvegicum","",""
"TAOFC","TAPU2","TAPU2","Taraxacum purpuridens","",""
"TAOFC","TATO","TATO","Taraxacum torngatense","",""
"TAOFC","TATR","TATR","Taraxacum trigonolobum","",""
"TAOFC","TAUM","TAUM","Taraxacum umbrinum","",""
"TAOFO","","TAOFO","Taraxacum officinale ssp. officinale","common dandelion","Asteraceae"
"TAOFO","LELA13","LELA13","Leontodon latiloba","",""
"TAOFO","LETA2","LETA2","Leontodon taraxacum","",""
"TAOFO","TAAT","TAAT","Taraxacum atroglaucum","",""
"TAOFO","TACA11","TACA11","Taraxacum campylodes","",""
"TAOFO","TACR","TACR","Taraxacum croceum","",""
"TAOFO","TACU2","TACU2","Taraxacum curvidens","",""
"TAOFO","TACY","TACY","Taraxacum cyclocentrum","",""
"TAOFO","TADA","TADA","Taraxacum dahlstedtii","",""
"TAOFO","TADA2","TADA2","Taraxacum davidssonii","",""
"TAOFO","TADE","TADE","Taraxacum devians","",""
"TAOFO","TADI4","TADI4","Taraxacum dilutisquameum","",""
"TAOFO","TAFI","TAFI","Taraxacum firmum","",""
"TAOFO","TAIS","TAIS","Taraxacum islandiciforme","",""
"TAOFO","TAKO80","TAKO80","Taraxacum kok-saghyz","",""
"TAOFO","TALA5","TALA5","Taraxacum latilobum","",""
"TAOFO","TAOFP","TAOFP","Taraxacum officinale var. palustre","",""
"TAOFO","TAOFV","TAOFV","Taraxacum officinale ssp. vulgare","",""
"TAOFO","TAPAV","TAPAV","Taraxacum palustre var. vulgare","",""
"TAOFO","TAPL","TAPL","Taraxacum pleniflorum","",""
"TAOFO","TARE","TARE","Taraxacum retroflexum","",""
"TAOFO","TARH","TARH","Taraxacum rhodolepis","",""
"TAOFO","TAUN","TAUN","Taraxacum undulatum","",""
"TAOFO","TAVA2","TAVA2","Taraxacum vagans","",""
"TAOFO","TAVU2","TAVU2","Taraxacum vulgare","",""
"TAOFO","TAXA","TAXA","Taraxacum xanthostigma","",""
"TELES2","","TELES2","Telesonix","brookfoam","Saxifragaceae"
"TEJA","","TEJA","Telesonix jamesii","James' telesonix","Saxifragaceae"
"TEJA","BOJA","BOJA","Boykinia jamesii","",""
"TEJA","SAJA5","SAJA5","Saxifraga jamesii","",""
"TETRA3","","TETRA3","Tetradymia","horsebrush","Asteraceae"
"TECA2","","TECA2","Tetradymia canescens","spineless horsebrush","Asteraceae"
"TECA2","TECAI","TECAI","Tetradymia canescens var. inermis","",""
"TENU2","","TENU2","Tetradymia nuttallii","Nuttall's horsebrush","Asteraceae"
"TESP2","","TESP2","Tetradymia spinosa","shortspine horsebrush","Asteraceae"
"TETRA17","","TETRA17","Tetraneuris","four-nerve daisy","Asteraceae"
"TEAC","","TEAC","Tetraneuris acaulis","stemless four-nerve daisy","Asteraceae"
"TEACA2","","TEACA2","Tetraneuris acaulis var. acaulis","stemless four-nerve daisy","Asteraceae"
"TEACA2","ACAC2","ACAC2","Actinea acaulis","",""
"TEACA2","ACAC3","ACAC3","Actinella acaulis","",""
"TEACA2","HYAC4","HYAC4","Hymenoxys acaulis","",""
"TEACA2","TESI","TESI","Tetraneuris simplex","",""
"TEACA","","TEACA","Tetraneuris acaulis var. arizonica","Arizona four-nerve daisy","Asteraceae"
"TEACA","ACACA","ACACA","Actinea acaulis var. arizonica","",""
"TEACA","HYACA2","HYACA2","Hymenoxys acaulis var. arizonica","",""
"TEACC","","TEACC","Tetraneuris acaulis var. caespitosa","caespitose four-nerve daisy","Asteraceae"
"TEACC","HYACC2","HYACC2","Hymenoxys acaulis var. caespitosa","",""
"TEACC","HYACL","HYACL","Hymenoxys acaulis var. lanata","",""
"TEACC","TEBR2","TEBR2","Tetraneuris brevifolia","",""
"TEACE","","TEACE","Tetraneuris acaulis var. epunctata","stemless four-nerve daisy","Asteraceae"
"TEACE","HYACE","HYACE","Hymenoxys acaulis var. epunctata","",""
"TEACE","TEEP","TEEP","Tetraneuris epunctata","",""
"TEBR","","TEBR","Tetraneuris brandegeei","Brandegee's four-nerve daisy","Asteraceae"
"TEBR","HYBR","HYBR","Hymenoxys brandegeei","",""
"TEBR","RYBR","RYBR","Rydbergia brandegeei","",""
"TEGR3","","TEGR3","Tetraneuris grandiflora","graylocks four-nerve daisy","Asteraceae"
"TEGR3","ACGR4","ACGR4","Actinea grandiflora","",""
"TEGR3","HYGR5","HYGR5","Hymenoxys grandiflora","",""
"TEGR3","RYGR2","RYGR2","Rydbergia grandiflora","",""
"TEIV","","TEIV","Tetraneuris ivesiana","Ives' fournerved daisy","Asteraceae"
"TEIV","HYACI3","HYACI3","Hymenoxys acaulis var. ivesiana","",""
"TEIV","HYARI","HYARI","Hymenoxys argentea var. ivesiana","",""
"TEIV","HYIV","HYIV","Hymenoxys ivesiana","",""
"TEIV","TEMA2","TEMA2","Tetraneuris mancosensis","",""
"TEIV","TEPI2","TEPI2","Tetraneuris pilosa","",""
"TESC2","","TESC2","Tetraneuris scaposa","stemmy four-nerve daisy","Asteraceae"
"TESCL","","TESCL","Tetraneuris scaposa var. linearis","stemmy four-nerve daisy","Asteraceae"
"TESCL","HYSCL","HYSCL","Hymenoxys scaposa var. linearis","",""
"TESCS","","TESCS","Tetraneuris scaposa var. scaposa","stemmy four-nerve daisy","Asteraceae"
"TESCS","HYGL5","HYGL5","Hymenoxys glabra","",""
"TESCS","HYSC3","HYSC3","Hymenoxys scaposa","",""
"TESCS","HYSCG","HYSCG","Hymenoxys scaposa var. glabra","",""
"TESCS","TEFA2","TEFA2","Tetraneuris fastigiata","",""
"TESCS","TEGL3","TEGL3","Tetraneuris glabra","",""
"TESCS","TEST5","TEST5","Tetraneuris stenophylla","",""
"TETO","","TETO","Tetraneuris torreyana","Torrey's four-nerve daisy","Asteraceae"
"TETO","HYDE5","HYDE5","Hymenoxys depressa","",""
"TETO","HYTO2","HYTO2","Hymenoxys torreyana","",""
"TETO","TEDE","TEDE","Tetraneuris depressa","",""
"TEUCR","","TEUCR","Teucrium","germander","Lamiaceae"
"TECA3","","TECA3","Teucrium canadense","Canada germander","Lamiaceae"
"TECAO","","TECAO","Teucrium canadense var. occidentale","western germander","Lamiaceae"
"TECAO","TEBO3","TEBO3","Teucrium boreale","",""
"TECAO","TECAB","TECAB","Teucrium canadense var. boreale","",""
"TECAO","TECAO2","TECAO2","Teucrium canadense ssp. occidentale","",""
"TECAO","TECAV2","TECAV2","Teucrium canadense ssp. viscidum","",""
"TECAO","TEOC","TEOC","Teucrium occidentale","",""
"TECAO","TEOCB","TEOCB","Teucrium occidentale var. boreale","",""
"TELA","","TELA","Teucrium laciniatum","lacy germander","Lamiaceae"
"THALI2","","THALI2","Thalictrum","meadow-rue","Ranunculaceae"
"THAL","","THAL","Thalictrum alpinum","alpine meadow-rue","Ranunculaceae"
"THAL","THALH","THALH","Thalictrum alpinum var. hebetum","",""
"THDA","","THDA","Thalictrum dasycarpum","purple meadow-rue","Ranunculaceae"
"THDA","THDAH2","THDAH2","Thalictrum dasycarpum var. hypoglaucum","",""
"THDA","THHY","THHY","Thalictrum hypoglaucum","",""
"THFE","","THFE","Thalictrum fendleri","Fendler's meadow-rue","Ranunculaceae"
"THFEF","","THFEF","Thalictrum fendleri var. fendleri","Fendler's meadow-rue","Ranunculaceae"
"THFEF","THFEP","THFEP","Thalictrum fendleri var. platycarpum","",""
"THHE2","","THHE2","Thalictrum heliophilum","Cathedral Bluff meadow-rue","Ranunculaceae"
"THOC","","THOC","Thalictrum occidentale","western meadow-rue","Ranunculaceae"
"THOCO2","","THOCO2","Thalictrum occidentale var. occidentale","western meadow-rue","Ranunculaceae"
"THOCO2","THBR4","THBR4","Thalictrum breitungii","",""
"THOCO2","THOCM2","THOCM2","Thalictrum occidentale var. megacarpum","",""
"THOCO2","THOCP2","THOCP2","Thalictrum occidentale var. palousense","",""
"THRE","","THRE","Thalictrum revolutum","waxyleaf meadow-rue","Ranunculaceae"
"THRE","THREG","THREG","Thalictrum revolutum var. glandulosior","",""
"THSP","","THSP","Thalictrum sparsiflorum","fewflower meadow-rue","Ranunculaceae"
"THSPS","","THSPS","Thalictrum sparsiflorum var. saximontanum","fewflower meadow-rue","Ranunculaceae"
"THSPS","THSPN","THSPN","Thalictrum sparsiflorum var. nevadense","",""
"THVE","","THVE","Thalictrum venulosum","veiny meadow-rue","Ranunculaceae"
"THVE","THCO","THCO","Thalictrum confine","",""
"THVE","THCOC2","THCOC2","Thalictrum confine var. columbianum","",""
"THVE","THCOG","THCOG","Thalictrum confine var. greeneanum","",""
"THVE","THOCC","THOCC","Thalictrum occidentale var. columbianum","",""
"THVE","THTU","THTU","Thalictrum turneri","",""
"THVE","THVEC","THVEC","Thalictrum venulosum var. confine","",""
"THVE","THVEF","THVEF","Thalictrum venulosum var. fissum","",""
"THVE","THVEL","THVEL","Thalictrum venulosum var. lunellii","",""
"THVE","THVET","THVET","Thalictrum venulosum var. turneri","",""
"THAMN","","THAMN","Thamnosma","desertrue","Rutaceae"
"THTE2","","THTE2","Thamnosma texana","rue of the mountains","Rutaceae"
"THELE","","THELE","Thelesperma","greenthread","Asteraceae"
"THAM4","","THAM4","Thelesperma ambiguum","Colorado greenthread","Asteraceae"
"THAM4","THFR","THFR","Thelesperma fraternum","",""
"THAM4","THMEA","THMEA","Thelesperma megapotamicum var. ambiguum","",""
"THFI","","THFI","Thelesperma filifolium","stiff greenthread","Asteraceae"
"THFII","","THFII","Thelesperma filifolium var. intermedium","stiff greenthread","Asteraceae"
"THFII","THIN5","THIN5","Thelesperma intermedium","",""
"THME","","THME","Thelesperma megapotamicum","Hopi tea greenthread","Asteraceae"
"THME","BIME2","BIME2","Bidens megapotamica","",""
"THME","THGR4","THGR4","Thelesperma gracile","",""
"THSU","","THSU","Thelesperma subnudum","Navajo tea","Asteraceae"
"THSUS","","THSUS","Thelesperma subnudum var. subnudum","Navajo tea","Asteraceae"
"THELL2","","THELL2","Thellungiella","saltwater cress","Brassicaceae"
"THSA","","THSA","Thellungiella salsuginea","saltwater cress","Brassicaceae"
"THSA","ARGL13","ARGL13","Arabidopsis glauca","",""
"THSA","ARSA","ARSA","Arabidopsis salsuginea","",""
"THSA","SISA7","SISA7","Sisymbrium salsugineum","",""
"THELY3","","THELY3","Thelypodiopsis","tumblemustard","Brassicaceae"
"THAU3","","THAU3","Thelypodiopsis aurea","Durango tumblemustard","Brassicaceae"
"THAU3","SIAU4","SIAU4","Sisymbrium aureum","",""
"THAU3","THAU6","THAU6","Thelypodium aureum","",""
"THEL","","THEL","Thelypodiopsis elegans","Westwater tumblemustard","Brassicaceae"
"THEL","SIEL5","SIEL5","Sisymbrium elegans","",""
"THEL","THEL2","THEL2","Thelypodium elegans","",""
"THJU","","THJU","Thelypodiopsis juniperorum","juniper tumblemustard","Brassicaceae"
"THJU","SIELJ","SIELJ","Sisymbrium elegans var. juniperorum","",""
"THJU","SIJU3","SIJU3","Sisymbrium juniperorum","",""
"THELY","","THELY","Thelypodium","thelypody","Brassicaceae"
"THIN","","THIN","Thelypodium integrifolium","entireleaved thelypody","Brassicaceae"
"THING2","","THING2","Thelypodium integrifolium ssp. gracilipes","entireleaved thelypody","Brassicaceae"
"THING2","THING","THING","Thelypodium integrifolium var. gracilipes","",""
"THING2","THRHG","THRHG","Thelypodium rhomboideum var. gracilipes","",""
"THINI","","THINI","Thelypodium integrifolium ssp. integrifolium","entireleaved thelypody","Brassicaceae"
"THINI","THLI6","THLI6","Thelypodium lilacinum","",""
"THINI","THLIS","THLIS","Thelypodium lilacinum var. subumbellatum","",""
"THLA4","","THLA4","Thelypodium laxiflorum","droopflower thelypody","Brassicaceae"
"THLA4","STWRT","STWRT","Stanleyella wrightii var. tenella","",""
"THLA4","THWRT","THWRT","Thelypodium wrightii var. tenellum","",""
"THPA6","","THPA6","Thelypodium paniculatum","northwestern thelypody","Brassicaceae"
"THPA6","THSAC","THSAC","Thelypodium sagittatum var. crassicarpum","",""
"THSA2","","THSA2","Thelypodium sagittatum","arrow thelypody","Brassicaceae"
"THSAS","","THSAS","Thelypodium sagittatum ssp. sagittatum","arrow thelypody","Brassicaceae"
"THSAS","THSA9","THSA9","Thelypodiopsis sagittata","",""
"THWR","","THWR","Thelypodium wrightii","Wright's thelypody","Brassicaceae"
"THWRO","","THWRO","Thelypodium wrightii ssp. oklahomense","Oklahoma thelypody","Brassicaceae"
"THERM","","THERM","Thermopsis","goldenbanner","Fabaceae"
"THDI4","","THDI4","Thermopsis divaricarpa","spreadfruit goldenbanner","Fabaceae"
"THDI4","THMOD","THMOD","Thermopsis montana var. divaricarpa","",""
"THDI4","THPI5","THPI5","Thermopsis pinetorum","",""
"THDI4","THRHD","THRHD","Thermopsis rhombifolia var. divaricarpa","",""
"THMO6","","THMO6","Thermopsis montana","mountain goldenbanner","Fabaceae"
"THMOM3","","THMOM3","Thermopsis montana var. montana","mountain goldenbanner","Fabaceae"
"THMOM3","THRHM","THRHM","Thermopsis rhombifolia var. montana","",""
"THRH","","THRH","Thermopsis rhombifolia","prairie thermopsis","Fabaceae"
"THRH","THAR7","THAR7","Thermopsis arenosa","",""
"THRH","THRHA","THRHA","Thermopsis rhombifolia var. annulocarpa","",""
"THRH","THRHA2","THRHA2","Thermopsis rhombifolia var. arenosa","",""
"THINO","","THINO","Thinopyrum","wheatgrass","Poaceae"
"THIN6","","THIN6","Thinopyrum intermedium","intermediate wheatgrass","Poaceae"
"THIN6","AGAU5","AGAU5","Agropyron aucheri","",""
"THIN6","AGCI3","AGCI3","Agropyron ciliatiflorum","",""
"THIN6","AGGE3","AGGE3","Agropyron gentryi","",""
"THIN6","AGGL4","AGGL4","Agropyron glaucum","",""
"THIN6","AGIN2","AGIN2","Agropyron intermedium","",""
"THIN6","AGINT","AGINT","Agropyron intermedium var. trichophorum","",""
"THIN6","AGPO3","AGPO3","Agropyron podperae","",""
"THIN6","AGPU9","AGPU9","Agropyron pulcherrimum","",""
"THIN6","AGTR6","AGTR6","Agropyron trichophorum","",""
"THIN6","ELHI6","ELHI6","Elymus hispidus","",""
"THIN6","ELHIB","ELHIB","Elymus hispidus ssp. barbulatus","",""
"THIN6","ELHIR","ELHIR","Elymus hispidus var. ruthenicus","",""
"THIN6","ELIN10","ELIN10","Elymus intermedius","",""
"THIN6","ELIN7","ELIN7","Elytrigia intermedia","",""
"THIN6","ELINB","ELINB","Elytrigia intermedia ssp. barbulata","",""
"THIN6","ELINI2","ELINI2","Elytrigia intermedia ssp. intermedia","",""
"THIN6","ELINT","ELINT","Elytrigia intermedia ssp. trichophora","",""
"THIN6","THINB","THINB","Thinopyrum intermedium ssp. barbulatum","",""
"THPO7","","THPO7","Thinopyrum ponticum","tall wheatgrass","Poaceae"
"THPO7","AGEL3","AGEL3","Agropyron elongatum","",""
"THPO7","AGVA80","AGVA80","Agropyron varnense","",""
"THPO7","ELEL6","ELEL6","Elytrigia elongata","",""
"THPO7","ELEL8","ELEL8","Elymus elongatus","",""
"THPO7","ELELP","ELELP","Elymus elongatus var. ponticus","",""
"THPO7","ELPO","ELPO","Elytrigia pontica","",""
"THPO7","ELPOP2","ELPOP2","Elytrigia pontica ssp. pontica","",""
"THPO7","ELVA2","ELVA2","Elymus varnensis","",""
"THPO7","LOEL2","LOEL2","Lophopyrum elongatum","",""
"THLAS","","THLAS","Thlaspi","pennycress","Brassicaceae"
"THAR5","","THAR5","Thlaspi arvense","field pennycress","Brassicaceae"
"THYMO","","THYMO","Thymophylla","pricklyleaf","Asteraceae"
"THAU4","","THAU4","Thymophylla aurea","manyawn pricklyleaf","Asteraceae"
"THAUA","","THAUA","Thymophylla aurea var. aurea","manyawn pricklyleaf","Asteraceae"
"THAUA","DYAU","DYAU","Dyssodia aurea","",""
"THAUA","LOAU2","LOAU2","Lowellia aurea","",""
"THYSA","","THYSA","Thysanocarpus","fringepod","Brassicaceae"
"THCU","","THCU","Thysanocarpus curvipes","sand fringepod","Brassicaceae"
"THCU","THAM","THAM","Thysanocarpus amplectens","",""
"THCU","THCUE","THCUE","Thysanocarpus curvipes var. elegans","",""
"THCU","THCUE2","THCUE2","Thysanocarpus curvipes var. eradiatus","",""
"THCU","THCUL","THCUL","Thysanocarpus curvipes var. longistylus","",""
"THCU","THEL3","THEL3","Thysanocarpus elegans","",""
"TIDES","","TIDES","Tidestromia","honeysweet","Amaranthaceae"
"TILA2","","TILA2","Tidestromia lanuginosa","woolly tidestromia","Amaranthaceae"
"TILA2","CLLA7","CLLA7","Cladothrix lanuginosa","",""
"TIQUI","","TIQUI","Tiquilia","crinklemat","Boraginaceae"
"TINU2","","TINU2","Tiquilia nuttallii","Nuttall's crinklemat","Boraginaceae"
"TINU2","CONU2","CONU2","Coldenia nuttallii","",""
"TONES","","TONES","Tonestus","serpentweed","Asteraceae"
"TOLY","","TOLY","Tonestus lyallii","Lyall's goldenweed","Asteraceae"
"TOLY","HALY","HALY","Haplopappus lyallii","",""
"TOMI","","TOMI","Tonestus microcephalus","smallhead heathgoldenrod","Asteraceae"
"TOMI","HAMI2","HAMI2","Haplopappus microcephalus","",""
"TOPY","","TOPY","Tonestus pygmaeus","pygmy goldenweed","Asteraceae"
"TOPY","HAPY","HAPY","Haplopappus pygmaeus","",""
"TORRE2","","TORRE2","Torreyochloa","false mannagrass","Poaceae"
"TOPA6","","TOPA6","Torreyochloa pallida","pale false mannagrass","Poaceae"
"TOPAP3","","TOPAP3","Torreyochloa pallida var. pauciflora","pale false mannagrass","Poaceae"
"TOPAP3","GLOT","GLOT","Glyceria otisii","",""
"TOPAP3","GLPA6","GLPA6","Glyceria pauciflora","",""
"TOPAP3","PUPA3","PUPA3","Puccinellia pauciflora","",""
"TOPAP3","PUPAH","PUPAH","Puccinellia pauciflora var. holmii","",""
"TOPAP3","PUPAM2","PUPAM2","Puccinellia pauciflora var. microtheca","",""
"TOPAP3","TOPA3","TOPA3","Torreyochloa pauciflora","",""
"TOPAP3","TOPAH","TOPAH","Torreyochloa pauciflora var. holmii","",""
"TOPAP3","TOPAM","TOPAM","Torreyochloa pauciflora var. microtheca","",""
"TOWNS","","TOWNS","Townsendia","Townsend daisy","Asteraceae"
"TOAL","","TOAL","Townsendia alpigena","Wyoming Townsend daisy","Asteraceae"
"TOALA","","TOALA","Townsendia alpigena var. alpigena","Wyoming Townsend daisy","Asteraceae"
"TOALA","TOMO","TOMO","Townsendia montana","",""
"TOAN","","TOAN","Townsendia annua","annual Townsend daisy","Asteraceae"
"TOCO2","","TOCO2","Townsendia condensata","cushion Townsend daisy","Asteraceae"
"TOCOC","","TOCOC","Townsendia condensata var. condensata","cushion Townsend daisy","Asteraceae"
"TOEX","","TOEX","Townsendia eximia","tall Townsend daisy","Asteraceae"
"TOEX","TOVR","TOVR","Townsendia vreelandii","",""
"TOEX2","","TOEX2","Townsendia exscapa","stemless Townsend daisy","Asteraceae"
"TOEX2","ASEX7","ASEX7","Aster exscapus","",""
"TOEX2","TOIN2","TOIN2","Townsendia intermedia","",""
"TOEX2","TOSE","TOSE","Townsendia sericea","",""
"TOFE","","TOFE","Townsendia fendleri","Fendler's Townsend daisy","Asteraceae"
"TOGL4","","TOGL4","Townsendia glabella","Gray's Townsend daisy","Asteraceae"
"TOGR","","TOGR","Townsendia grandiflora","largeflower Townsend daisy","Asteraceae"
"TOHO","","TOHO","Townsendia hookeri","Hooker's Townsend daisy","Asteraceae"
"TOIN","","TOIN","Townsendia incana","hoary Townsend daisy","Asteraceae"
"TOIN","TOAR3","TOAR3","Townsendia arizonica","",""
"TOLE","","TOLE","Townsendia leptotes","common Townsend daisy","Asteraceae"
"TOLE","TOSEL","TOSEL","Townsendia sericea var. leptotes","",""
"TORO","","TORO","Townsendia rothrockii","Rothrock's Townsend daisy","Asteraceae"
"TOST","","TOST","Townsendia strigosa","hairy Townsend daisy","Asteraceae"
"TOXIC","","TOXIC","Toxicodendron","poison oak","Anacardiaceae"
"TORY","","TORY","Toxicodendron rydbergii","western poison ivy","Anacardiaceae"
"TORY","RHRAR","RHRAR","Rhus radicans var. rydbergii","",""
"TORY","RHRAV","RHRAV","Rhus radicans var. vulgaris","",""
"TORY","RHTOV2","RHTOV2","Rhus toxicodendron var. vulgaris","",""
"TORY","TOCR2","TOCR2","Toxicodendron crenatum","",""
"TORY","TODE2","TODE2","Toxicodendron desertorum","",""
"TORY","TORAR2","TORAR2","Toxicodendron radicans var. rydbergii","",""
"TORY","TOVO2","TOVO2","Toxicodendron volubile","",""
"TRADE","","TRADE","Tradescantia","spiderwort","Commelinaceae"
"TROC","","TROC","Tradescantia occidentalis","prairie spiderwort","Commelinaceae"
"TROCO","","TROCO","Tradescantia occidentalis var. occidentalis","prairie spiderwort","Commelinaceae"
"TROCO","TROCT","TROCT","Tradescantia occidentalis var. typica","",""
"TROCS","","TROCS","Tradescantia occidentalis var. scopulorum","prairie spiderwort","Commelinaceae"
"TROCS","TRSC4","TRSC4","Tradescantia scopulorum","",""
"TRAGI","","TRAGI","Tragia","noseburn","Euphorbiaceae"
"TRRA5","","TRRA5","Tragia ramosa","branched noseburn","Euphorbiaceae"
"TRRA5","TRAN8","TRAN8","Tragia angustifolia","",""
"TRRA5","TRNER","TRNER","Tragia nepetifolia var. ramosa","",""
"TRRA5","TRST10","TRST10","Tragia stylaris","",""
"TRAGO","","TRAGO","Tragopogon","goatsbeard","Asteraceae"
"TRDU","","TRDU","Tragopogon dubius","yellow salsify","Asteraceae"
"TRDU","TRDUM","TRDUM","Tragopogon dubius ssp. major","",""
"TRDU","TRMA9","TRMA9","Tragopogon major","",""
"TRPO","","TRPO","Tragopogon porrifolius","salsify","Asteraceae"
"TRPR","","TRPR","Tragopogon pratensis","Jack-go-to-bed-at-noon","Asteraceae"
"TRPR","TRLA30","TRLA30","Tragopogon lamottei","",""
"TRPR","TROR11","TROR11","Tragopogon orientalis","",""
"TRPR","TRPRO2","TRPRO2","Tragopogon pratensis ssp. orientalis","",""
"TRAUT","","TRAUT","Trautvetteria","bugbane","Ranunculaceae"
"TRCA","","TRCA","Trautvetteria caroliniensis","Carolina bugbane","Ranunculaceae"
"TRCAO","","TRCAO","Trautvetteria caroliniensis var. occidentalis","western bugbane","Ranunculaceae"
"TRCAO","TRGR10","TRGR10","Trautvetteria grandis","",""
"TRIAN","","TRIAN","Trianthema","trianthema","Aizoaceae"
"TRPO2","","TRPO2","Trianthema portulacastrum","desert horsepurslane","Aizoaceae"
"TRIBU","","TRIBU","Tribulus","puncturevine","Zygophyllaceae"
"TRTE","","TRTE","Tribulus terrestris","puncturevine","Zygophyllaceae"
"TRICH22","","TRICH22","Trichophorum","bulrush","Cyperaceae"
"TRCE3","","TRCE3","Trichophorum cespitosum","tufted bulrush","Cyperaceae"
"TRCE3","BACA20","BACA20","Baeothryon caespitosum","",""
"TRCE3","BACE","BACE","Baeothryon cespitosum","",""
"TRCE3","SCCA27","SCCA27","Scirpus caespitosus","",""
"TRCE3","SCCAA","SCCAA","Scirpus caespitosus var. austriacus","",""
"TRCE3","SCCAC3","SCCAC3","Scirpus caespitosus var. callosus","",""
"TRCE3","SCCAD2","SCCAD2","Scirpus caespitosus var. delicatulus","",""
"TRCE3","SCCE2","SCCE2","Scirpus cespitosus","",""
"TRCE3","SCCEA","SCCEA","Scirpus cespitosus var. austriacus","",""
"TRCE3","SCCEC3","SCCEC3","Scirpus cespitosus var. callosus","",""
"TRCE3","SCCED","SCCED","Scirpus cespitosus var. delicatulus","",""
"TRCE3","TRCA30","TRCA30","Trichophorum caespitosum","",""
"TRCE3","TRCAC6","TRCAC6","Trichophorum caespitosum var. callosum","",""
"TRPU18","","TRPU18","Trichophorum pumilum","Rolland's bulrush","Cyperaceae"
"TRPU18","BAPU4","BAPU4","Baeothryon pumilum","",""
"TRPU18","SCPU11","SCPU11","Scirpus pumilus","",""
"TRPU18","SCPUR","SCPUR","Scirpus pumilus ssp. rollandii","",""
"TRPU18","SCPUR2","SCPUR2","Scirpus pumilus var. rollandii","",""
"TRPU18","SCRO3","SCRO3","Scirpus rollandii","",""
"TRPU18","TRPUR2","TRPUR2","Trichophorum pumilum var. rollandii","",""
"TRPU18","TRPUR3","TRPUR3","Trichophorum pumilum ssp. rollandii","",""
"TRPU18","TRRO6","TRRO6","Trichophorum rollandii","",""
"TRICH15","","TRICH15","Trichostomum","trichostomum moss","Pottiaceae"
"TRIDE","","TRIDE","Tridens","tridens","Poaceae"
"TRMU","","TRMU","Tridens muticus","slim tridens","Poaceae"
"TRMUE","","TRMUE","Tridens muticus var. elongatus","slim tridens","Poaceae"
"TRMUE","TREL5","TREL5","Triodia elongata","",""
"TRMUE","TREL6","TREL6","Tridens elongatus","",""
"TRMUE","TROK","TROK","Tridens ×oklahomensis","",""
"TRMUE","TROK2","TROK2","Tridens oklahomensis","",""
"TRIFO","","TRIFO","Trifolium","clover","Fabaceae"
"TRAN2","","TRAN2","Trifolium andinum","Intermountain clover","Fabaceae"
"TRANA3","","TRANA3","Trifolium andinum var. andinum","Intermountain clover","Fabaceae"
"TRAT","","TRAT","Trifolium attenuatum","Rocky Mountain clover","Fabaceae"
"TRAT","TRBR9","TRBR9","Trifolium bracteolatum","",""
"TRAT","TRDAS","TRDAS","Trifolium dasyphyllum var. stenolobum","",""
"TRAT","TRLI3","TRLI3","Trifolium lilacinum","",""
"TRAT","TRPE13","TRPE13","Trifolium petraeum","",""
"TRAT","TRST8","TRST8","Trifolium stenolobum","",""
"TRBR2","","TRBR2","Trifolium brandegeei","Brandegee's clover","Fabaceae"
"TRBR2","TRKIB","TRKIB","Trifolium kingii var. brandegeei","",""
"TRDA2","","TRDA2","Trifolium dasyphyllum","alpine clover","Fabaceae"
"TRDAD","","TRDAD","Trifolium dasyphyllum ssp. dasyphyllum","alpine clover","Fabaceae"
"TRDAD","TRLI6","TRLI6","Trifolium lividum","",""
"TRFR2","","TRFR2","Trifolium fragiferum","strawberry clover","Fabaceae"
"TRFR2","TRFRB","TRFRB","Trifolium fragiferum ssp. bonannii","",""
"TRGY","","TRGY","Trifolium gymnocarpon","hollyleaf clover","Fabaceae"
"TRGYG","","TRGYG","Trifolium gymnocarpon ssp. gymnocarpon","hollyleaf clover","Fabaceae"
"TRGYG","TRGYS2","TRGYS2","Trifolium gymnocarpon var. subcaulescens","",""
"TRGYG","TRNE6","TRNE6","Trifolium nemorale","",""
"TRGYG","TRSU8","TRSU8","Trifolium subcaulescens","",""
"TRGYP2","","TRGYP2","Trifolium gymnocarpon ssp. plummerae","Plummer's clover","Fabaceae"
"TRGYP2","TRGYP3","TRGYP3","Trifolium gymnocarpon var. plummerae","",""
"TRGYP2","TRPL4","TRPL4","Trifolium plummerae","",""
"TRHY","","TRHY","Trifolium hybridum","alsike clover","Fabaceae"
"TRHY","TREL12","TREL12","Trifolium elegans","",""
"TRHY","TRHYE","TRHYE","Trifolium hybridum var. elegans","",""
